split,class,image_id,label,lesion_hue_deg,lesion_sat,lesion_val,lesion_frac_of_image,leaf_frac_of_image,lesion_frac_of_leaf,mask_frac_on_margin,mask_frac_on_paper,n_components,median_component_px,n_arms,n_arms_wrong,n_pair_confused,C1_pred,C2_pred,C4_pred,R0_pred,R1_pred,R2_pred,R3_pred,TLA_pred,p_colour_global_mean,p_colour_lesion_colour,p_colour_lesion_all
train,Tea algal leaf spot,Tea algal leaf spot/UNADJUSTEDNONRAW_thumb_21.jpg,1,40.78,0.4036,0.4119,0.01634,0.34981,0.04638,0.2415,0.0073,26,11.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/UNADJUSTEDNONRAW_thumb_22.jpg,1,35.71,0.3873,0.4361,0.02288,0.41083,0.0554,0.176,0.0052,24,19.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/UNADJUSTEDNONRAW_thumb_23.jpg,1,31.88,0.4589,0.3189,0.02308,0.16247,0.13592,0.1891,0.0432,24,19.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/UNADJUSTEDNONRAW_thumb_24.jpg,1,33.14,0.4659,0.311,0.15278,0.38399,0.39306,0.146,0.0121,45,25.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/UNADJUSTEDNONRAW_thumb_25.jpg,1,37.99,0.4427,0.3247,0.06716,0.31083,0.21525,0.1955,0.0039,44,9.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/UNADJUSTEDNONRAW_thumb_26.jpg,1,35.49,0.4387,0.3178,0.02585,0.19312,0.13034,0.266,0.0262,15,26.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/UNADJUSTEDNONRAW_thumb_27.jpg,1,21.95,0.5105,0.4005,0.39768,0.42225,0.94001,0.0726,0.0019,3,7.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/UNADJUSTEDNONRAW_thumb_29.jpg,1,36.2,0.4366,0.4058,0.07506,0.31712,0.23643,0.0998,0.0011,14,37.5,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/UNADJUSTEDNONRAW_thumb_2a.jpg,1,37.45,0.4569,0.3547,0.10521,0.40045,0.26223,0.1978,0.0019,42,14.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/UNADJUSTEDNONRAW_thumb_2d.jpg,1,41.94,0.3869,0.3835,0.0067,0.36238,0.01831,0.3601,0.0089,23,10.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/UNADJUSTEDNONRAW_thumb_2e.jpg,1,36.22,0.4342,0.3792,0.18019,0.48814,0.36872,0.0833,0.0011,59,9.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/UNADJUSTEDNONRAW_thumb_2f.jpg,1,23.16,0.4598,0.3727,0.13485,0.15392,0.8744,0.1443,0.0019,2,3380.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/UNADJUSTEDNONRAW_thumb_3.jpg,1,40.17,0.3336,0.4985,0.00335,0.4434,0.00755,0.5893,0.0,9,9.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/UNADJUSTEDNONRAW_thumb_30.jpg,1,32.08,0.472,0.3871,0.06557,0.42279,0.15424,0.21,0.0055,45,12.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/UNADJUSTEDNONRAW_thumb_31.jpg,1,28.63,0.4925,0.3863,0.2377,0.42971,0.5528,0.0968,0.0007,13,30.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/UNADJUSTEDNONRAW_thumb_33.jpg,1,35.76,0.4259,0.3743,0.01196,0.47182,0.02522,0.2567,0.005,16,9.5,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/UNADJUSTEDNONRAW_thumb_34.jpg,1,25.07,0.4573,0.339,0.28729,0.32159,0.8913,0.1052,0.0023,6,13.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/UNADJUSTEDNONRAW_thumb_35.jpg,1,33.69,0.4766,0.3897,0.02242,0.33101,0.06707,0.1671,0.0098,17,10.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/UNADJUSTEDNONRAW_thumb_36.jpg,1,32.73,0.4371,0.3587,0.11798,0.50815,0.23136,0.1875,0.0035,70,12.5,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/UNADJUSTEDNONRAW_thumb_37.jpg,1,36.29,0.4906,0.3855,0.0958,0.51162,0.18605,0.1995,0.0064,50,12.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/UNADJUSTEDNONRAW_thumb_39.jpg,1,23.55,0.563,0.3989,0.26068,0.35625,0.73041,0.1125,0.0018,11,9.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/UNADJUSTEDNONRAW_thumb_3a.jpg,1,32.7,0.4104,0.3938,0.07743,0.48619,0.15794,0.3081,0.0082,73,10.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/UNADJUSTEDNONRAW_thumb_3d.jpg,1,38.69,0.4942,0.3728,0.08737,0.29345,0.29645,0.2,0.0043,13,24.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/UNADJUSTEDNONRAW_thumb_3e.jpg,1,32.7,0.5512,0.4553,0.25365,0.42421,0.59681,0.1189,0.0019,20,14.5,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/UNADJUSTEDNONRAW_thumb_3f.jpg,1,25.43,0.5416,0.4493,0.23994,0.34678,0.69172,0.0889,0.0002,4,47.5,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/UNADJUSTEDNONRAW_thumb_4.jpg,1,35.29,0.4258,0.4498,0.1031,0.44922,0.22724,0.139,0.0099,31,8.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/UNADJUSTEDNONRAW_thumb_41.jpg,1,39.96,0.4991,0.4073,0.02294,0.47967,0.04766,0.1434,0.0035,30,7.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/UNADJUSTEDNONRAW_thumb_42.jpg,1,28.7,0.6217,0.4425,0.16083,0.60381,0.26577,0.09,0.0022,9,6.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/UNADJUSTEDNONRAW_thumb_43.jpg,1,31.54,0.4873,0.3555,0.08958,0.36781,0.24178,0.2643,0.0073,31,20.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/UNADJUSTEDNONRAW_thumb_44.jpg,1,28.55,0.5912,0.4727,0.08249,0.33084,0.24819,0.1389,0.0046,7,12.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/UNADJUSTEDNONRAW_thumb_45.jpg,1,35.1,0.43,0.3911,0.13441,0.42636,0.3145,0.1008,0.0024,41,7.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/UNADJUSTEDNONRAW_thumb_47.jpg,1,29.61,0.5081,0.3798,0.22684,0.47754,0.47465,0.144,0.0008,30,12.5,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/UNADJUSTEDNONRAW_thumb_48.jpg,1,40.44,0.4723,0.338,0.04054,0.32836,0.12309,0.2193,0.0029,52,7.5,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/UNADJUSTEDNONRAW_thumb_49.jpg,1,22.67,0.5167,0.4549,0.43511,0.465,0.93404,0.0792,0.0018,5,12.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/UNADJUSTEDNONRAW_thumb_4a.jpg,1,26.23,0.5697,0.4751,0.58943,0.63698,0.92478,0.0573,0.0006,4,20.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/UNADJUSTEDNONRAW_thumb_4b.jpg,1,21.05,0.4609,0.3484,0.19874,0.3227,0.61493,0.0876,0.0015,14,10.5,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/UNADJUSTEDNONRAW_thumb_4c.jpg,1,34.8,0.4606,0.4462,0.03352,0.55319,0.06053,0.1308,0.0012,11,16.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/UNADJUSTEDNONRAW_thumb_4d.jpg,1,17.73,0.4903,0.2978,0.3173,0.53631,0.59164,0.0465,0.0,23,9.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/UNADJUSTEDNONRAW_thumb_4e.jpg,1,37.95,0.4249,0.3646,0.05523,0.34337,0.16078,0.2089,0.0004,42,13.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/UNADJUSTEDNONRAW_thumb_4f.jpg,1,31.14,0.4485,0.3844,0.1811,0.48376,0.37045,0.1606,0.0105,61,14.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/UNADJUSTEDNONRAW_thumb_52.jpg,1,31.97,0.5403,0.4231,0.16333,0.27186,0.59974,0.1196,0.0017,11,14.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/UNADJUSTEDNONRAW_thumb_53.jpg,1,31.46,0.4694,0.36,0.0453,0.41641,0.1085,0.1373,0.0026,28,7.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/UNADJUSTEDNONRAW_thumb_54.jpg,1,35.87,0.4718,0.3676,0.07191,0.34913,0.2055,0.1935,0.0022,51,11.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/UNADJUSTEDNONRAW_thumb_55.jpg,1,33.73,0.4319,0.407,0.01742,0.27511,0.0623,0.2311,0.016,19,12.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/UNADJUSTEDNONRAW_thumb_58.jpg,1,32.65,0.4813,0.3606,0.0297,0.24392,0.12101,0.1644,0.006,23,11.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/UNADJUSTEDNONRAW_thumb_5a.jpg,1,33.89,0.4578,0.3728,0.07801,0.3189,0.24161,0.1886,0.0123,33,11.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/UNADJUSTEDNONRAW_thumb_5b.jpg,1,32.67,0.542,0.4813,0.21955,0.34738,0.63087,0.1259,0.0018,16,8.5,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/UNADJUSTEDNONRAW_thumb_5c.jpg,1,31.24,0.4669,0.3634,0.09887,0.30295,0.32577,0.1576,0.0018,26,8.5,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/UNADJUSTEDNONRAW_thumb_5e.jpg,1,39.07,0.4686,0.3733,0.08147,0.24934,0.32619,0.193,0.0017,10,15.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/UNADJUSTEDNONRAW_thumb_5f.jpg,1,25.46,0.463,0.3219,0.17767,0.29371,0.60419,0.1039,0.0012,17,19.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/UNADJUSTEDNONRAW_thumb_6.jpg,1,33.31,0.5033,0.3616,0.02459,0.30955,0.07938,0.2018,0.0008,15,20.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/UNADJUSTEDNONRAW_thumb_60.jpg,1,23.77,0.4598,0.3016,0.34548,0.40222,0.85819,0.0861,0.0009,5,13.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/UNADJUSTEDNONRAW_thumb_61.jpg,1,36.59,0.4165,0.4236,0.09186,0.51796,0.17623,0.1788,0.0063,55,13.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/UNADJUSTEDNONRAW_thumb_65.jpg,1,20.9,0.6802,0.3759,0.20073,0.21048,0.95294,0.0782,0.0008,1,10071.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/UNADJUSTEDNONRAW_thumb_66.jpg,1,32.82,0.5361,0.4333,0.24067,0.42965,0.55961,0.0932,0.001,23,15.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/UNADJUSTEDNONRAW_thumb_6a.jpg,1,24.66,0.5142,0.4249,0.3856,0.42046,0.91639,0.0683,0.0008,2,9666.5,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/UNADJUSTEDNONRAW_thumb_6b.jpg,1,20.04,0.518,0.351,0.37386,0.40013,0.93371,0.0685,0.0007,3,9.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/UNADJUSTEDNONRAW_thumb_6e.jpg,1,17.89,0.4494,0.3389,0.37006,0.58602,0.63093,0.0438,0.0009,27,8.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/UNADJUSTEDNONRAW_thumb_6f.jpg,1,28.64,0.521,0.3058,0.18521,0.38809,0.47651,0.1467,0.0015,34,11.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/UNADJUSTEDNONRAW_thumb_7.jpg,1,38.1,0.3699,0.4873,0.012,0.42176,0.02812,0.4917,0.0116,24,8.5,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/UNADJUSTEDNONRAW_thumb_70.jpg,1,41.96,0.4224,0.467,0.04642,0.5403,0.08587,0.1979,0.0004,41,10.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/UNADJUSTEDNONRAW_thumb_8.jpg,1,15.28,0.4238,0.2248,0.03691,0.19914,0.18515,0.0707,0.0011,5,11.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/UNADJUSTEDNONRAW_thumb_c.jpg,1,34.67,0.395,0.3366,0.1068,0.36458,0.29252,0.0634,0.0015,32,12.5,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/UNADJUSTEDNONRAW_thumb_d.jpg,1,32.94,0.5658,0.4459,0.2613,0.46267,0.56472,0.0791,0.0001,14,44.5,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/UNADJUSTEDNONRAW_thumb_e.jpg,1,32.92,0.3833,0.4114,0.06013,0.39013,0.15387,0.1389,0.0017,20,44.5,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/UNADJUSTEDNONRAW_thumb_f.jpg,1,28.54,0.4278,0.4018,0.06168,0.33544,0.18317,0.317,0.0039,45,12.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00001.jpg,1,36.86,0.3674,0.5845,0.05814,0.42433,0.13207,0.182,0.036,81,20.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00002.jpg,1,43.28,0.5606,0.3405,0.0394,0.41604,0.09456,0.2033,0.0015,53,17.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00003.jpg,1,39.95,0.5865,0.4201,0.04584,0.38255,0.11977,0.13,0.0004,51,11.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00004.jpg,1,42.38,0.4668,0.47,0.01748,0.31673,0.05487,0.2771,0.0057,29,21.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00006.jpg,1,42.69,0.4945,0.3732,0.01148,0.31318,0.0364,0.2014,0.0069,30,12.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00007.jpg,1,41.61,0.3478,0.5578,0.01014,0.42678,0.02377,0.1179,0.0,39,11.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00009.jpg,1,40.28,0.4813,0.4477,0.03404,0.19866,0.17135,0.1534,0.0,54,16.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00010.jpg,1,42.36,0.6078,0.358,0.01636,0.24589,0.06598,0.2984,0.0085,18,20.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00011.jpg,1,40.14,0.5507,0.4052,0.02332,0.22541,0.10336,0.2231,0.0009,37,13.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00012.jpg,1,44.89,0.4928,0.4287,0.00215,0.26264,0.00797,0.1481,0.0278,8,6.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00013.jpg,1,37.9,0.5494,0.4308,0.01066,0.17765,0.05867,0.3776,0.0224,18,17.5,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00014.jpg,1,37.66,0.3902,0.5225,0.0613,0.31429,0.19486,0.0907,0.001,93,21.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00016.jpg,1,37.61,0.3991,0.5024,0.09409,0.3469,0.2706,0.0627,0.0023,76,21.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00017.jpg,1,39.49,0.4208,0.4981,0.02099,0.16456,0.12729,0.2232,0.0019,40,10.5,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00018.jpg,1,38.21,0.5198,0.4897,0.05519,0.24554,0.22435,0.1918,0.0018,47,26.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00019.jpg,1,40.74,0.5264,0.455,0.03243,0.25413,0.12713,0.2999,0.0037,35,21.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00020.jpg,1,40.82,0.3273,0.5492,0.03775,0.22889,0.16456,0.2091,0.0021,87,11.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00021.jpg,1,41.84,0.3681,0.442,0.01399,0.15131,0.09233,0.4202,0.0014,34,9.5,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00022.jpg,1,43.27,0.3302,0.4673,0.01224,0.12753,0.09564,0.2362,0.0033,40,8.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00023.jpg,1,43.02,0.437,0.3699,0.0109,0.14523,0.0741,0.4735,0.0128,23,12.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00026.jpg,1,37.85,0.3625,0.5197,0.01411,0.19274,0.07311,0.1144,0.0014,25,19.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00027.jpg,1,36.22,0.6186,0.4458,0.03324,0.25199,0.13184,0.0821,0.0006,46,21.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00029.jpg,1,37.25,0.4587,0.5456,0.02974,0.41121,0.07207,0.1247,0.0034,38,9.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00031.jpg,1,40.02,0.4333,0.4681,0.02549,0.27561,0.09191,0.3018,0.0063,43,11.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00032.jpg,1,38.81,0.3243,0.4403,0.06856,0.22875,0.29875,0.1235,0.0032,44,11.5,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00033.jpg,1,35.17,0.4523,0.4868,0.04056,0.26961,0.15013,0.1209,0.002,54,21.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00034.jpg,1,36.31,0.3776,0.557,0.01726,0.14593,0.118,0.1628,0.0023,21,33.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00035.jpg,1,42.09,0.5102,0.3803,0.00883,0.14975,0.05763,0.5779,0.0226,17,16.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00036.jpg,1,37.9,0.4129,0.5143,0.00351,0.15053,0.02158,0.1136,0.0739,10,8.5,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00037.jpg,1,37.8,0.3929,0.5262,0.0217,0.25151,0.08558,0.1047,0.0083,48,13.5,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00038.jpg,1,39.31,0.4148,0.5457,0.02412,0.29102,0.0828,0.0893,0.0008,42,20.5,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00039.jpg,1,40.82,0.5432,0.3687,0.0237,0.54219,0.04341,0.1497,0.0067,61,7.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00043.jpg,1,40.78,0.4082,0.5209,0.04066,0.26806,0.15093,0.1446,0.0049,81,16.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00044.jpg,1,39.02,0.4254,0.4927,0.01652,0.25809,0.06347,0.2376,0.0084,25,9.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00046.jpg,1,39.22,0.4921,0.4553,0.01529,0.37956,0.04017,0.2203,0.0026,20,20.5,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00051.jpg,1,38.33,0.3427,0.5426,0.04187,0.54998,0.07603,0.1442,0.0014,57,16.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00052.jpg,1,39.17,0.4322,0.4985,0.02906,0.45643,0.06366,0.2126,0.0,34,19.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00056.jpg,1,37.35,0.571,0.3599,0.0283,0.22766,0.12282,0.1746,0.012,29,14.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00057.jpg,1,38.11,0.5854,0.4091,0.04474,0.21735,0.20521,0.1292,0.0031,41,23.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00058.jpg,1,38.26,0.7174,0.2478,0.01951,0.35419,0.05503,0.0592,0.001,36,14.5,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00060.jpg,1,40.29,0.4356,0.3945,0.06491,0.37235,0.17363,0.0967,0.004,36,27.5,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00061.jpg,1,38.47,0.5725,0.3769,0.03358,0.29614,0.11084,0.1769,0.0226,52,9.5,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00062.jpg,1,37.66,0.5454,0.3254,0.03288,0.38459,0.08525,0.1733,0.003,53,10.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00063.jpg,1,34.65,0.4789,0.3788,0.03334,0.35174,0.09457,0.113,0.0024,37,11.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00066.jpg,1,40.29,0.5179,0.3697,0.05634,0.42773,0.13167,0.0771,0.0004,90,17.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00071.jpg,1,39.62,0.6543,0.2235,0.0181,0.13813,0.13101,0.1531,0.0,33,11.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00072.jpg,1,42.43,0.46,0.3467,0.00157,0.13496,0.01137,0.6329,0.0253,7,5.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00073.jpg,1,35.61,0.4106,0.3434,0.00235,0.15452,0.01496,0.5169,0.0169,6,9.5,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00074.jpg,1,36.71,0.5365,0.2052,0.01176,0.11792,0.09785,0.1898,0.0186,32,12.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00076.jpg,1,39.2,0.4626,0.3033,0.02505,0.13857,0.17561,0.2243,0.0286,57,12.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00079.jpg,1,40.84,0.6941,0.2536,0.00987,0.19876,0.04853,0.299,0.0222,15,13.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00081.jpg,1,40.39,0.5603,0.3091,0.01062,0.27117,0.03895,0.1895,0.0056,21,9.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00082.jpg,1,40.19,0.6226,0.2424,0.01002,0.07111,0.14041,0.1968,0.004,12,18.5,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00083.jpg,1,38.01,0.6134,0.2962,0.01152,0.13196,0.08654,0.1522,0.0087,41,9.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00084.jpg,1,41.9,0.6045,0.2814,0.00721,0.11153,0.06415,0.3094,0.0083,18,13.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00085.jpg,1,39.51,0.6437,0.4097,0.01979,0.26305,0.06485,0.1208,0.138,44,18.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00086.jpg,1,40.64,0.6243,0.4481,0.01467,0.34524,0.0396,0.0516,0.0679,43,15.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00088.jpg,1,38.02,0.3832,0.305,0.00793,0.22403,0.03541,0.407,0.0,28,7.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00090.jpg,1,41.08,0.6315,0.4911,0.02131,0.58287,0.03638,0.0617,0.0047,41,20.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00093.jpg,1,35.03,0.3548,0.3024,0.01222,0.99968,0.01222,0.0718,0.0,30,10.5,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00094.jpg,1,33.48,0.3876,0.3281,0.00498,0.93349,0.00527,0.328,0.012,15,7.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00095.jpg,1,41.15,0.7556,0.5338,0.15204,0.27258,0.55714,0.0821,0.0012,10,24.5,,,,,,,,,,,,,,
